phase,step,update,t,env_id,px_x,dist,a_x,a_y,a_w,reward,done,success,fail,timeout,robot_x,robot_y,head_yaw,target_x,target_y
offline_val,5816320,710,3,9,141.2068,5.4187,1.0000,0.4308,-0.3130,0.0898,0,0,0,0,0.1620,0.0632,-0.0815,5.4662,-1.5599
offline_val,5816320,710,3,10,129.1105,2.2732,1.0000,0.6470,-0.2063,0.0236,0,0,0,0,0.1621,0.0993,-0.0536,2.4163,-0.3135
offline_val,5816320,710,3,11,108.0148,5.1458,1.0000,0.5383,-0.1265,0.0099,0,0,0,0,0.1610,0.0849,-0.0296,5.3091,0.0860
offline_val,5816320,710,3,12,106.2528,4.4193,1.0000,0.6645,0.0531,0.0768,0,0,0,0,0.1599,0.1021,0.0031,4.5786,0.3061
offline_val,5816320,710,3,13,73.7083,5.2963,1.0000,0.7741,0.2790,0.1232,0,0,0,0,0.1558,0.1336,0.0804,5.3129,2.0736
offline_val,5816320,710,3,14,102.2493,4.5740,1.0000,0.6418,0.0274,0.0649,0,0,0,0,0.1599,0.1010,0.0040,4.7325,0.4533
offline_val,5816320,710,3,15,169.6083,2.6899,1.0000,0.5815,-0.2954,0.0449,0,0,0,0,0.1626,0.0863,-0.0771,2.7551,-1.2785
offline_val,5816320,710,3,16,130.6363,5.3999,1.0000,0.4531,-0.2738,0.0861,0,0,0,0,0.1619,0.0655,-0.0725,5.4929,-1.0777
offline_val,5816320,710,3,17,56.8743,4.0731,1.0000,0.8871,0.4555,0.1844,0,0,0,0,0.1528,0.1489,0.1251,3.9842,2.3261
offline_val,5816320,710,3,18,135.3048,4.0456,1.0000,0.5032,-0.2748,0.0760,0,0,0,0,0.1619,0.0773,-0.0673,4.1509,-0.8995
offline_val,5816320,710,3,19,65.4455,5.9922,1.0000,0.7360,0.2520,0.1047,0,0,0,0,0.1564,0.1272,0.0726,5.9813,2.6461
offline_val,5816320,710,3,20,20.1493,1.6140,0.0721,0.4749,0.3823,0.2147,0,0,0,0,0.0084,0.0621,0.0917,1.5140,1.3159
offline_val,5816320,710,3,21,144.6566,2.5310,1.0000,0.5981,-0.2657,0.0424,0,0,0,0,0.1622,0.0929,-0.0647,2.6479,-0.6887
offline_val,5816320,710,3,22,9.1504,4.3465,0.5439,0.5072,0.4093,0.1507,0,0,0,0,0.0235,0.0560,0.0919,4.0442,3.7900
offline_val,5816320,710,3,23,106.2308,2.2069,0.8914,0.7145,-0.0739,0.0660,0,0,0,0,0.1533,0.1106,-0.0230,2.3618,0.1552
offline_val,5816320,710,3,24,193.3451,5.8959,1.0000,0.3810,-0.4323,0.0949,0,0,0,0,0.1623,0.0585,-0.1059,5.6455,-4.1376
offline_val,5816320,710,3,25,101.4728,4.4553,1.0000,0.6518,0.0423,0.0704,0,0,0,0,0.1586,0.1120,0.0266,4.6029,0.5819
offline_val,5816320,710,3,26,138.1141,3.9400,1.0000,0.5273,-0.2497,0.0649,0,0,0,0,0.1619,0.0807,-0.0624,4.0462,-0.9342
offline_val,5816320,710,3,27,165.3347,4.7505,1.0000,0.4519,-0.3551,0.0864,0,0,0,0,0.1623,0.0669,-0.0900,4.7230,-2.2506
offline_val,5816320,710,3,28,123.3090,5.5605,1.0000,0.4806,-0.2247,0.0767,0,0,0,0,0.1617,0.0698,-0.0606,5.6835,-0.7372
offline_val,5816320,710,3,29,116.3726,4.4204,1.0000,0.5264,-0.1901,0.0645,0,0,0,0,0.1616,0.0791,-0.0507,4.5690,-0.2896
offline_val,5816320,710,3,30,62.8608,4.3021,1.0000,0.8778,0.4269,0.1740,0,0,0,0,0.1534,0.1490,0.1154,4.2444,2.2178
offline_val,5816320,710,3,31,190.7763,4.2007,1.0000,0.4589,-0.3879,0.0911,0,0,0,0,0.1626,0.0671,-0.1002,4.0942,-2.8199
offline_val,5816320,710,4,0,135.8637,2.6440,1.0000,0.5986,-0.2492,0.0455,0,0,0,0,0.2031,0.1172,-0.0705,2.8073,-0.5407
offline_val,5816320,710,4,1,176.0079,3.5487,1.0000,0.5113,-0.3436,0.0745,0,0,0,0,0.2042,0.0938,-0.1081,3.5486,-1.9807
