phase,step,update,t,env_id,px_x,dist,end_d,end_x,a_x,a_y,a_w,reward,done,success,fail,timeout,robot_x,robot_y,head_yaw,target_x,target_y
offline_val,19255552,600,2,1,-1.0000,0.0000,1.5000,0.0000,0.0010,-0.0146,-0.0951,0.0009,0,0,0,0,0.0005,-0.0013,-0.0202,2.8622,2.7699
offline_val,19255552,600,2,2,156.0486,5.3784,1.5000,0.0000,0.1124,-0.0097,-0.0866,-0.0002,0,0,0,0,0.0132,-0.0012,-0.0167,5.3614,-1.8656
offline_val,19255552,600,2,3,70.1201,1.9367,1.5000,0.0000,0.0827,-0.0033,0.1298,0.0018,0,0,0,0,0.0102,-0.0005,0.0181,1.9356,0.6421
offline_val,19255552,600,2,4,3.8833,4.9328,1.5000,0.0000,0.0086,-0.0138,-0.1141,-0.0065,0,0,0,0,0.0004,-0.0017,-0.0205,5.0141,3.8918
offline_val,19255552,600,2,5,187.6989,3.5948,1.5000,0.0000,-0.0537,-0.0168,-0.1058,0.0006,0,0,0,0,-0.0070,-0.0020,-0.0207,3.5448,-2.1148
offline_val,19255552,600,2,6,4.0780,2.6231,1.5000,0.0000,0.0239,-0.0129,0.1845,0.0053,0,0,0,0,0.0030,-0.0016,0.0314,2.5583,2.2007
offline_val,19255552,600,2,7,201.2181,5.4360,1.5000,0.0000,0.0533,-0.0086,-0.2083,0.0025,0,0,0,0,0.0052,-0.0010,-0.0415,5.2858,-3.8570
offline_val,19255552,600,2,8,97.7509,5.6096,1.5000,0.0000,0.1561,-0.0061,-0.0926,-0.0054,0,0,0,0,0.0187,-0.0008,-0.0182,5.6382,0.4957
offline_val,19255552,600,2,9,144.8348,6.0494,1.5000,0.0000,0.0468,-0.0027,-0.1144,0.0004,0,0,0,0,0.0053,-0.0003,-0.0202,6.0234,-1.6103
offline_val,19255552,600,2,10,68.7596,2.0992,1.5000,0.0000,0.1401,0.0030,0.1782,0.0036,0,0,0,0,0.0159,0.0006,0.0337,2.0910,0.7508
offline_val,19255552,600,2,11,14.9990,2.4308,1.5000,0.0000,0.0220,-0.0107,0.2195,0.0065,0,0,0,0,0.0023,-0.0011,0.0432,2.3546,1.8688
offline_val,19255552,600,2,12,56.4476,4.2017,1.5000,0.0000,0.0759,-0.0056,0.0751,-0.0006,0,0,0,0,0.0093,-0.0006,0.0147,4.1848,1.8095
