phase,step,update,t,env_id,px_x,dist,a_x,a_y,a_w,reward,done,success,fail,timeout,robot_x,robot_y,head_yaw,target_x,target_y
offline_val,4669440,570,239,1,110.7886,1.7019,0.0024,-0.0543,0.0144,-0.0102,0,0,0,0,2.4278,1.2649,0.6096,3.8143,2.2520
offline_val,4669440,570,239,2,96.4862,1.5302,0.0000,0.0000,0.0000,-0.0100,0,0,0,0,4.3687,1.7922,0.2656,5.7985,2.3655
offline_val,4669440,570,239,3,114.9478,1.7276,0.0000,0.0000,0.0000,-0.0100,0,0,0,0,1.2782,0.4165,0.6344,2.6923,1.4098
offline_val,4669440,570,239,6,93.6972,1.5032,0.0000,0.0000,0.0000,-0.0100,0,0,0,0,4.4069,1.5467,0.2314,5.8227,2.0921
offline_val,4669440,570,239,7,100.2358,1.6893,0.0000,0.0000,0.0000,-0.0100,0,0,0,0,0.9752,-1.0209,-0.4755,2.5452,-1.6619
offline_val,4669440,570,239,10,104.1076,1.7271,0.0516,-0.0531,0.0000,-0.0104,0,0,0,0,3.0350,2.8480,0.7144,4.2729,4.0568
offline_val,4669440,570,239,11,92.6815,1.5092,0.1155,-0.0372,0.0575,-0.0080,0,0,0,0,5.0976,-1.9217,-0.5007,6.5265,-2.4545
offline_val,4669440,570,239,14,96.9032,1.5151,0.0537,-0.0501,0.0150,-0.0100,0,0,0,0,3.8414,-1.2311,-0.3215,5.3330,-1.5473
offline_val,4669440,570,239,15,114.4013,1.7465,0.0253,-0.0512,0.0214,-0.0099,0,0,0,0,1.4745,0.7894,0.7531,2.7701,1.9609
offline_val,4669440,570,239,17,89.6575,1.4625,0.0000,0.0000,0.0000,-0.0100,0,0,0,0,4.8777,0.5755,0.0333,6.3312,0.8688
offline_val,4669440,570,239,19,95.5759,1.4958,0.0516,-0.0489,0.0223,-0.0103,0,0,0,0,4.2795,-1.5099,-0.3841,5.7353,-1.8997
offline_val,4669440,570,239,23,87.8443,1.5989,0.0842,-0.0479,0.0140,-0.0099,0,0,0,0,4.2191,-2.8084,-0.6680,5.6536,-3.5717
offline_val,4669440,570,239,24,102.3222,1.6099,0.0495,-0.0510,0.0123,-0.0088,0,0,0,0,2.4725,0.1943,0.2520,4.0024,0.7088
offline_val,4669440,570,239,30,94.3032,1.5198,0.0538,-0.0522,0.0042,-0.0104,0,0,0,0,4.7383,1.5353,0.1956,6.1899,2.0283
offline_val,4669440,570,239,31,101.0284,1.7997,0.0698,-0.0454,0.0332,-0.0090,0,0,0,0,1.5255,-1.6548,-0.7161,2.9803,-2.7246
offline_val,4669440,570,240,0,88.9301,1.4824,0.0639,-0.0540,-0.0095,-0.0119,0,0,0,0,4.9471,0.0313,-0.1269,6.4500,0.0978
offline_val,4669440,570,240,1,110.7886,1.7019,0.0000,0.0000,0.0000,-0.0100,0,0,0,0,2.4278,1.2649,0.6096,3.8143,2.2520
offline_val,4669440,570,240,2,96.2610,1.5286,0.0392,-0.0545,-0.0022,-0.0107,0,0,0,0,4.3707,1.7905,0.2654,5.7985,2.3655
offline_val,4669440,570,240,3,114.9478,1.7276,0.0000,0.0000,0.0000,-0.0100,0,0,0,0,1.2782,0.4165,0.6344,2.6923,1.4098
offline_val,4669440,570,240,6,93.6635,1.5021,0.0335,-0.0510,0.0192,-0.0100,0,0,0,0,4.4086,1.5450,0.2327,5.8227,2.0921
offline_val,4669440,570,240,7,100.5174,1.6887,0.0284,-0.0454,0.0513,-0.0086,0,0,0,0,0.9754,-1.0230,-0.4723,2.5452,-1.6619
offline_val,4669440,570,240,10,104.2628,1.7251,0.0568,-0.0459,0.0365,-0.0090,0,0,0,0,3.0379,2.8482,0.7167,4.2729,4.0568
offline_val,4669440,570,240,11,92.7226,1.5053,0.1098,-0.0430,0.0292,-0.0092,0,0,0,0,5.1007,-1.9253,-0.4989,6.5265,-2.4545
offline_val,4669440,570,240,14,96.9165,1.5133,0.0533,-0.0484,0.0242,-0.0096,0,0,0,0,3.8428,-1.2336,-0.3200,5.3330,-1.5473
offline_val,4669440,570,240,15,114.4597,1.7455,0.0225,-0.0507,0.0253,-0.0101,0,0,0,0,1.4765,0.7885,0.7547,2.7701,1.9609
offline_val,4669440,570,240,17,89.6575,1.4625,0.0000,0.0000,0.0000,-0.0100,0,0,0,0,4.8777,0.5755,0.0333,6.3312,0.8688
offline_val,4669440,570,240,19,95.5759,1.4958,0.0000,0.0000,0.0000,-0.0100,0,0,0,0,4.2795,-1.5099,-0.3841,5.7353,-1.8997
offline_val,4669440,570,240,23,87.8365,1.5960,0.0851,-0.0462,0.0229,-0.0095,0,0,0,0,4.2206,-2.8120,-0.6666,5.6536,-3.5717
offline_val,4669440,570,240,24,102.2459,1.6081,0.0482,-0.0511,0.0124,-0.0101,0,0,0,0,2.4749,0.1928,0.2528,4.0024,0.7088
offline_val,4669440,570,240,30,94.1255,1.5175,0.0574,-0.0520,0.0037,-0.0104,0,0,0,0,4.7409,1.5337,0.1958,6.1899,2.0283
offline_val,4669440,570,240,31,100.9803,1.7974,0.0608,-0.0498,0.0136,-0.0098,0,0,0,0,1.5260,-1.6579,-0.7152,2.9803,-2.7246
offline_val,4669440,570,241,0,89.0714,1.4806,0.0611,-0.0450,0.0395,-0.0097,0,0,0,0,4.9493,0.0292,-0.1244,6.4500,0.0978
offline_val,4669440,570,241,1,110.7886,1.7019,0.0000,0.0000,0.0000,-0.0100,0,0,0,0,2.4278,1.2649,0.6096,3.8143,2.2520
offline_val,4669440,570,241,2,96.2610,1.5286,0.0000,0.0000,0.0000,-0.0100,0,0,0,0,4.3707,1.7905,0.2654,5.7985,2.3655
offline_val,4669440,570,241,3,114.9478,1.7276,0.0000,0.0000,0.0000,-0.0100,0,0,0,0,1.2782,0.4165,0.6344,2.6923,1.4098
offline_val,4669440,570,241,6,93.6113,1.5012,0.0290,-0.0517,0.0171,-0.0101,0,0,0,0,4.4102,1.5432,0.2337,5.8227,2.0921
offline_val,4669440,570,241,7,100.5174,1.6887,0.0000,0.0000,0.0000,-0.0100,0,0,0,0,0.9754,-1.0230,-0.4723,2.5452,-1.6619
offline_val,4669440,570,241,10,104.1871,1.7232,0.0506,-0.0512,0.0109,-0.0100,0,0,0,0,3.0408,2.8479,0.7174,4.2729,4.0568
offline_val,4669440,570,241,11,92.8676,1.5018,0.1006,-0.0416,0.0403,-0.0088,0,0,0,0,5.1034,-1.9287,-0.4963,6.5265,-2.4545
offline_val,4669440,570,241,14,96.6789,1.5113,0.0477,-0.0541,-0.0032,-0.0107,0,0,0,0,3.8439,-1.2363,-0.3202,5.3330,-1.5473
offline_val,4669440,570,241,15,114.4597,1.7455,0.0000,0.0000,0.0000,-0.0100,0,0,0,0,1.4765,0.7885,0.7547,2.7701,1.9609
offline_val,4669440,570,241,17,89.6575,1.4625,0.0000,0.0000,0.0000,-0.0100,0,0,0,0,4.8777,0.5755,0.0333,6.3312,0.8688
offline_val,4669440,570,241,19,95.8296,1.4941,0.0566,-0.0432,0.0509,-0.0091,0,0,0,0,4.2810,-1.5123,-0.3809,5.7353,-1.8997
offline_val,4669440,570,241,23,87.8966,1.5931,0.0839,-0.0449,0.0302,-0.0093,0,0,0,0,4.2221,-2.8154,-0.6647,5.6536,-3.5717
offline_val,4669440,570,241,24,102.2459,1.6081,0.0000,0.0000,0.0000,0.2423,0,0,0,0,2.4749,0.1928,0.2528,4.0024,0.7088
offline_val,4669440,570,241,30,93.9198,1.5154,0.0526,-0.0529,0.0007,-0.0106,0,0,0,0,4.7434,1.5321,0.1959,6.1899,2.0283
offline_val,4669440,570,241,31,100.8410,1.7952,0.0550,-0.0522,0.0035,-0.0103,0,0,0,0,1.5263,-1.6609,-0.7150,2.9803,-2.7246
offline_val,4669440,570,242,0,89.0581,1.4787,0.0567,-0.0484,0.0228,-0.0104,0,0,0,0,4.9514,0.0270,-0.1230,6.4500,0.0978
offline_val,4669440,570,242,1,110.7886,1.7019,0.0000,0.0000,0.0000,-0.0100,0,0,0,0,2.4278,1.2649,0.6096,3.8143,2.2520
offline_val,4669440,570,242,2,96.2610,1.5286,0.0000,0.0000,0.0000,-0.0100,0,0,0,0,4.3707,1.7905,0.2654,5.7985,2.3655
offline_val,4669440,570,242,3,115.0371,1.7270,0.0155,-0.0505,0.0291,-0.0103,0,0,0,0,1.2799,0.4153,0.6362,2.6923,1.4098
offline_val,4669440,570,242,6,93.5671,1.5003,0.0283,-0.0516,0.0179,-0.0100,0,0,0,0,4.4118,1.5415,0.2349,5.8227,2.0921
offline_val,4669440,570,242,7,100.8422,1.6882,0.0245,-0.0449,0.0560,-0.0085,0,0,0,0,0.9754,-1.0251,-0.4688,2.5452,-1.6619
offline_val,4669440,570,242,10,103.8355,1.7212,0.0448,-0.0574,-0.0197,-0.0112,0,0,0,0,3.0437,2.8474,0.7162,4.2729,4.0568
offline_val,4669440,570,242,11,93.0418,1.4986,0.0948,-0.0415,0.0433,-0.0092,0,0,0,0,5.1060,-1.9319,-0.4936,6.5265,-2.4545
