tick,frame,fps,collect_s,learn_s,episodes,success_rate,fail_rate,timeout_rate,critic_loss,actor_loss,q1,target_q,stddev,replay_size,updates
31800,1017600,24.7,0.721,31.603,3,0.6667,0.0000,0.3333,0.285504,-1.715808,1.67147,1.67170,0.11005,131072,400
31825,1018400,24.7,0.732,31.673,3,1.0000,0.0000,0.0000,0.289004,-1.724706,1.67913,1.67915,0.10990,131072,400
31850,1019200,24.7,0.729,31.642,4,0.7500,0.0000,0.2500,0.274361,-1.711432,1.66659,1.66683,0.10975,131072,400
31875,1020000,24.8,0.700,31.603,2,1.0000,0.0000,0.0000,0.291233,-1.717678,1.67597,1.67594,0.10960,131072,400
31900,1020800,24.9,0.728,31.458,2,1.0000,0.0000,0.0000,0.287468,-1.720761,1.67465,1.67536,0.10945,131072,400
31925,1021600,24.7,0.761,31.657,3,0.6667,0.0000,0.3333,0.284227,-1.735721,1.68710,1.68710,0.10930,131072,400
31950,1022400,24.9,0.720,31.451,3,0.3333,0.0000,0.6667,0.306392,-1.765401,1.71628,1.71600,0.10915,131072,400
31975,1023200,24.7,0.800,31.641,5,0.8000,0.0000,0.2000,0.282104,-1.754822,1.70443,1.70499,0.10900,131072,400
32000,1024000,24.7,0.708,31.631,2,1.0000,0.0000,0.0000,0.275351,-1.769554,1.71771,1.71771,0.10885,131072,400
32025,1024800,24.9,0.732,31.455,4,0.5000,0.2500,0.2500,0.264042,-1.781245,1.73274,1.73355,0.10870,131072,400
32050,1025600,24.7,0.754,31.578,5,0.4000,0.0000,0.6000,0.287233,-1.775863,1.73232,1.73241,0.10855,131072,400
32075,1026400,24.8,0.733,31.512,3,0.6667,0.0000,0.3333,0.275279,-1.814174,1.76617,1.76639,0.10841,131072,400
32100,1027200,24.9,0.765,31.400,4,0.5000,0.0000,0.5000,0.291766,-1.800353,1.75486,1.75496,0.10826,131072,400
32125,1028000,24.8,0.736,31.577,3,0.6667,0.0000,0.3333,0.295197,-1.803987,1.75994,1.76005,0.10811,131072,400
32150,1028800,24.7,0.775,31.569,5,0.8000,0.0000,0.2000,0.280761,-1.793172,1.74840,1.74873,0.10796,131072,400
32175,1029600,24.8,0.676,31.571,0,0.0000,0.0000,0.0000,0.272309,-1.784764,1.73966,1.74044,0.10781,131072,400
32200,1030400,24.7,0.696,31.633,1,1.0000,0.0000,0.0000,0.285056,-1.819841,1.77411,1.77441,0.10766,131072,400
32225,1031200,24.8,0.736,31.505,4,0.5000,0.0000,0.5000,0.277068,-1.835310,1.79015,1.79010,0.10751,131072,400
32250,1032000,24.8,0.735,31.543,3,0.6667,0.0000,0.3333,0.280728,-1.835479,1.79029,1.79072,0.10736,131072,400
32275,1032800,24.8,0.698,31.502,2,0.5000,0.0000,0.5000,0.266648,-1.865026,1.81953,1.81920,0.10721,131072,400
32300,1033600,24.8,0.705,31.592,2,0.5000,0.0000,0.5000,0.291987,-1.861193,1.81481,1.81558,0.10706,131072,400
32325,1034400,24.8,0.713,31.509,1,0.0000,0.0000,1.0000,0.284581,-1.881983,1.83392,1.83463,0.10691,131072,400
32350,1035200,24.7,0.762,31.588,5,0.4000,0.0000,0.6000,0.283081,-1.876380,1.82864,1.82864,0.10676,131072,400
32375,1036000,24.6,0.721,31.739,2,0.5000,0.0000,0.5000,0.281094,-1.900807,1.85077,1.85074,0.10661,131072,400
32400,1036800,24.7,0.769,31.604,5,0.6000,0.0000,0.4000,0.274760,-1.907317,1.85849,1.85901,0.10646,131072,400
32425,1037600,24.8,0.735,31.482,5,0.4000,0.0000,0.6000,0.277951,-1.905730,1.85681,1.85705,0.10631,131072,400
32450,1038400,24.8,0.744,31.481,3,0.3333,0.0000,0.6667,0.260693,-1.907539,1.86020,1.86049,0.10617,131072,400
32475,1039200,24.7,0.792,31.570,6,0.5000,0.0000,0.5000,0.283961,-1.904644,1.85642,1.85654,0.10602,131072,400
32500,1040000,24.8,0.751,31.567,3,0.0000,0.0000,1.0000,0.268523,-1.921570,1.87264,1.87283,0.10587,131072,400
32525,1040800,24.9,0.774,31.366,5,0.6000,0.0000,0.4000,0.260656,-1.902130,1.85669,1.85659,0.10572,131072,400
32550,1041600,24.7,0.729,31.634,3,1.0000,0.0000,0.0000,0.272482,-1.913593,1.86744,1.86823,0.10557,131072,400
32575,1042400,24.8,0.773,31.466,4,1.0000,0.0000,0.0000,0.272496,-1.896164,1.84893,1.84907,0.10542,131072,400
32600,1043200,24.7,0.710,31.712,1,1.0000,0.0000,0.0000,0.270429,-1.946054,1.89551,1.89580,0.10527,131072,400
32625,1044000,24.7,0.788,31.654,5,0.8000,0.0000,0.2000,0.261679,-1.956584,1.90594,1.90619,0.10512,131072,400
32650,1044800,24.8,0.718,31.503,1,0.0000,0.0000,1.0000,0.260255,-1.960720,1.90934,1.90986,0.10497,131072,400
32675,1045600,24.8,0.736,31.584,3,0.6667,0.0000,0.3333,0.270223,-1.977520,1.93007,1.93002,0.10482,131072,400
32700,1046400,24.7,0.735,31.598,2,1.0000,0.0000,0.0000,0.274435,-1.991999,1.94425,1.94496,0.10467,131072,400
32725,1047200,24.7,0.747,31.604,3,0.3333,0.0000,0.6667,0.280157,-1.993080,1.94533,1.94560,0.10452,131072,400
32750,1048000,24.8,0.698,31.499,2,1.0000,0.0000,0.0000,0.266447,-2.002969,1.95369,1.95428,0.10437,131072,400
32775,1048800,25.4,0.755,30.750,4,0.5000,0.0000,0.5000,0.267093,-2.025301,1.97565,1.97614,0.10422,131072,400
32800,1049600,25.8,0.685,30.274,0,0.0000,0.0000,0.0000,0.271066,-2.018046,1.97175,1.97236,0.10407,131072,400
32825,1050400,25.9,0.701,30.207,3,1.0000,0.0000,0.0000,0.268621,-2.013120,1.96668,1.96640,0.10393,131072,400
32850,1051200,25.8,0.729,30.287,4,0.2500,0.0000,0.7500,0.262149,-1.993324,1.94785,1.94771,0.10378,131072,400
32875,1052000,25.8,0.725,30.321,4,0.7500,0.0000,0.2500,0.266687,-1.980069,1.93425,1.93460,0.10363,131072,400
32900,1052800,25.8,0.775,30.201,6,0.3333,0.1667,0.5000,0.266383,-1.961626,1.91643,1.91660,0.10348,131072,400
32925,1053600,25.9,0.703,30.242,3,0.6667,0.0000,0.3333,0.291923,-1.968964,1.92513,1.92489,0.10333,131072,400
32950,1054400,25.9,0.748,30.199,4,0.5000,0.0000,0.5000,0.272603,-1.944341,1.90273,1.90254,0.10318,131072,400
32975,1055200,25.8,0.740,30.236,4,1.0000,0.0000,0.0000,0.274831,-1.915154,1.87559,1.87548,0.10303,131072,400
33000,1056000,25.9,0.723,30.132,4,0.2500,0.0000,0.7500,0.282688,-1.928128,1.88550,1.88585,0.10288,131072,400
33025,1056800,25.9,0.700,30.225,3,1.0000,0.0000,0.0000,0.264928,-1.901584,1.86012,1.86019,0.10273,131072,400
33050,1057600,25.9,0.688,30.211,2,1.0000,0.0000,0.0000,0.285169,-1.904952,1.86266,1.86229,0.10258,131072,400
33075,1058400,25.9,0.759,30.137,4,0.5000,0.0000,0.5000,0.264011,-1.887874,1.84639,1.84613,0.10243,131072,400
33100,1059200,25.9,0.679,30.183,2,1.0000,0.0000,0.0000,0.269881,-1.874837,1.83331,1.83334,0.10228,131072,400
33125,1060000,25.9,0.698,30.185,3,0.6667,0.0000,0.3333,0.264936,-1.846190,1.80610,1.80611,0.10213,131072,400
33150,1060800,25.8,0.672,30.319,1,1.0000,0.0000,0.0000,0.264648,-1.849512,1.80892,1.80914,0.10198,131072,400
33175,1061600,25.8,0.704,30.262,3,1.0000,0.0000,0.0000,0.276087,-1.840075,1.80057,1.80070,0.10183,131072,400
33200,1062400,25.9,0.712,30.206,3,0.3333,0.0000,0.6667,0.275165,-1.844227,1.80458,1.80508,0.10169,131072,400
33225,1063200,25.9,0.686,30.199,1,1.0000,0.0000,0.0000,0.268419,-1.836616,1.79466,1.79470,0.10154,131072,400
33250,1064000,25.8,0.752,30.203,5,0.8000,0.0000,0.2000,0.272648,-1.830171,1.79000,1.78996,0.10139,131072,400
33275,1064800,25.8,0.749,30.208,5,0.4000,0.0000,0.6000,0.278456,-1.804108,1.76430,1.76459,0.10124,131072,400
33300,1065600,25.9,0.700,30.159,2,0.5000,0.0000,0.5000,0.266469,-1.810695,1.77204,1.77217,0.10109,131072,400
33325,1066400,25.8,0.745,30.234,4,0.5000,0.0000,0.5000,0.264542,-1.789926,1.75248,1.75236,0.10094,131072,400
33350,1067200,25.8,0.733,30.310,6,0.6667,0.0000,0.3333,0.284413,-1.783056,1.74687,1.74673,0.10079,131072,400
33375,1068000,25.8,0.720,30.246,3,0.3333,0.3333,0.3333,0.283705,-1.784790,1.74668,1.74719,0.10064,131072,400
33400,1068800,25.9,0.709,30.191,4,0.7500,0.0000,0.2500,0.259137,-1.791864,1.75020,1.74967,0.10049,131072,400
33425,1069600,25.9,0.696,30.137,2,1.0000,0.0000,0.0000,0.278878,-1.803402,1.76257,1.76294,0.10034,131072,400
33450,1070400,25.8,0.712,30.261,3,0.6667,0.0000,0.3333,0.272325,-1.802136,1.76310,1.76322,0.10019,131072,400
33475,1071200,25.8,0.774,30.222,6,0.8333,0.0000,0.1667,0.277835,-1.800883,1.76087,1.76121,0.10004,131072,400
33500,1072000,25.9,0.714,30.193,3,0.6667,0.3333,0.0000,0.277699,-1.789889,1.75000,1.74991,0.09989,131072,400
33525,1072800,25.8,0.701,30.247,4,1.0000,0.0000,0.0000,0.283221,-1.816054,1.77734,1.77808,0.09974,131072,400
33550,1073600,25.8,0.800,30.160,7,0.5714,0.0000,0.4286,0.278579,-1.807431,1.76804,1.76734,0.09959,131072,400
33575,1074400,25.9,0.710,30.155,4,1.0000,0.0000,0.0000,0.266258,-1.822823,1.78100,1.78156,0.09945,131072,400
33600,1075200,25.9,0.674,30.190,2,1.0000,0.0000,0.0000,0.293897,-1.853203,1.81123,1.81146,0.09930,131072,400
33625,1076000,25.9,0.673,30.218,2,1.0000,0.0000,0.0000,0.283365,-1.865658,1.82383,1.82407,0.09915,131072,400
33650,1076800,26.0,0.689,30.136,1,0.0000,0.0000,1.0000,0.275467,-1.856340,1.81469,1.81500,0.09900,131072,400
33675,1077600,25.9,0.710,30.209,3,1.0000,0.0000,0.0000,0.273884,-1.868921,1.82920,1.82922,0.09885,131072,400
33700,1078400,26.0,0.691,30.136,2,0.0000,0.0000,1.0000,0.298219,-1.864454,1.82291,1.82348,0.09870,131072,400
33725,1079200,25.9,0.716,30.175,2,1.0000,0.0000,0.0000,0.273712,-1.869076,1.82822,1.82863,0.09855,131072,400
33750,1080000,25.8,0.772,30.221,4,0.7500,0.0000,0.2500,0.293057,-1.883527,1.83989,1.84040,0.09840,131072,400
33775,1080800,25.9,0.695,30.169,2,0.5000,0.0000,0.5000,0.280116,-1.905701,1.86192,1.86250,0.09825,131072,400
33800,1081600,25.8,0.740,30.234,5,0.8000,0.0000,0.2000,0.300909,-1.925546,1.88076,1.88061,0.09810,131072,400
33825,1082400,26.0,0.676,30.118,2,0.5000,0.0000,0.5000,0.277336,-1.927202,1.88494,1.88555,0.09795,131072,400
33850,1083200,25.8,0.711,30.350,3,1.0000,0.0000,0.0000,0.274905,-1.933854,1.89157,1.89200,0.09780,131072,400
33875,1084000,26.0,0.713,30.108,4,0.5000,0.0000,0.5000,0.277782,-1.920002,1.87941,1.87918,0.09765,131072,400
33900,1084800,25.8,0.750,30.213,4,0.7500,0.0000,0.2500,0.277430,-1.917749,1.87736,1.87739,0.09750,131072,400
33925,1085600,25.8,0.707,30.301,2,0.0000,0.0000,1.0000,0.288155,-1.909669,1.86792,1.86848,0.09735,131072,400
33950,1086400,26.0,0.637,30.165,0,0.0000,0.0000,0.0000,0.287493,-1.909396,1.86928,1.86914,0.09721,131072,400
33975,1087200,25.8,0.765,30.186,7,0.7143,0.0000,0.2857,0.283508,-1.887292,1.84689,1.84726,0.09706,131072,400
34000,1088000,26.0,0.741,30.086,4,0.7500,0.0000,0.2500,0.306135,-1.870917,1.82916,1.82949,0.09691,131072,400
34025,1088800,25.9,0.717,30.163,2,1.0000,0.0000,0.0000,0.280807,-1.871689,1.83241,1.83222,0.09676,131072,400
34050,1089600,25.9,0.685,30.237,2,0.5000,0.0000,0.5000,0.278662,-1.859195,1.82077,1.82122,0.09661,131072,400
34075,1090400,25.8,0.742,30.259,5,1.0000,0.0000,0.0000,0.308268,-1.868155,1.82820,1.82853,0.09646,131072,400
34100,1091200,26.0,0.689,30.092,2,0.5000,0.0000,0.5000,0.300507,-1.874417,1.83237,1.83287,0.09631,131072,400
34125,1092000,25.9,0.680,30.192,1,1.0000,0.0000,0.0000,0.283708,-1.893265,1.85137,1.85193,0.09616,131072,400
34150,1092800,26.0,0.707,30.109,3,0.6667,0.0000,0.3333,0.286205,-1.884172,1.84288,1.84239,0.09601,131072,400
34175,1093600,25.8,0.766,30.189,6,0.8333,0.0000,0.1667,0.273489,-1.902466,1.86010,1.86040,0.09586,131072,400
34200,1094400,25.9,0.680,30.231,2,0.5000,0.0000,0.5000,0.294848,-1.876526,1.83873,1.83922,0.09571,131072,400
34225,1095200,25.8,0.778,30.238,6,0.8333,0.0000,0.1667,0.289761,-1.889820,1.84883,1.84901,0.09556,131072,400
34250,1096000,25.8,0.734,30.220,7,0.5714,0.0000,0.4286,0.283663,-1.876135,1.83449,1.83518,0.09541,131072,400
34275,1096800,25.8,0.777,30.261,5,0.8000,0.0000,0.2000,0.279043,-1.889597,1.84777,1.84746,0.09526,131072,400
34300,1097600,25.9,0.699,30.196,2,0.5000,0.0000,0.5000,0.287501,-1.884725,1.84342,1.84416,0.09511,131072,400
34325,1098400,26.0,0.667,30.154,1,1.0000,0.0000,0.0000,0.284263,-1.896443,1.85577,1.85609,0.09497,131072,400
34350,1099200,25.9,0.748,30.143,4,0.2500,0.0000,0.7500,0.288354,-1.914065,1.87072,1.87118,0.09482,131072,400
34375,1100000,25.9,0.709,30.199,3,0.6667,0.0000,0.3333,0.280306,-1.906214,1.86729,1.86737,0.09467,131072,400
34400,1100800,25.9,0.680,30.170,2,0.5000,0.0000,0.5000,0.289225,-1.921983,1.88152,1.88218,0.09452,131072,400
34425,1101600,25.9,0.747,30.199,5,0.8000,0.0000,0.2000,0.282029,-1.914159,1.87408,1.87401,0.09437,131072,400
34450,1102400,25.9,0.753,30.192,6,0.8333,0.0000,0.1667,0.288760,-1.909045,1.86958,1.87019,0.09422,131072,400
34475,1103200,25.9,0.707,30.171,1,1.0000,0.0000,0.0000,0.300293,-1.896393,1.85563,1.85543,0.09407,131072,400
34500,1104000,25.9,0.687,30.252,2,1.0000,0.0000,0.0000,0.290828,-1.934809,1.89616,1.89679,0.09392,131072,400
34525,1104800,25.9,0.701,30.218,3,0.6667,0.0000,0.3333,0.291102,-1.900423,1.86269,1.86264,0.09377,131072,400
34550,1105600,25.9,0.754,30.174,5,0.8000,0.0000,0.2000,0.280441,-1.875793,1.83759,1.83823,0.09362,131072,400
34575,1106400,25.8,0.719,30.244,4,0.7500,0.0000,0.2500,0.281512,-1.890720,1.85459,1.85490,0.09347,131072,400
34600,1107200,25.8,0.721,30.295,4,0.5000,0.0000,0.5000,0.300917,-1.864294,1.82585,1.82588,0.09332,131072,400
34625,1108000,25.8,0.767,30.193,8,0.5000,0.0000,0.5000,0.293744,-1.869925,1.83035,1.82979,0.09317,131072,400
34650,1108800,25.9,0.688,30.191,1,1.0000,0.0000,0.0000,0.295166,-1.868951,1.83039,1.83106,0.09302,131072,400
34675,1109600,25.9,0.698,30.221,2,1.0000,0.0000,0.0000,0.282230,-1.859528,1.82046,1.82077,0.09287,131072,400
34700,1110400,25.9,0.726,30.154,3,0.6667,0.0000,0.3333,0.292564,-1.867443,1.82699,1.82735,0.09273,131072,400
34725,1111200,25.9,0.705,30.171,2,1.0000,0.0000,0.0000,0.297513,-1.907876,1.86656,1.86681,0.09258,131072,400
34750,1112000,26.0,0.704,30.074,3,0.6667,0.0000,0.3333,0.294975,-1.903816,1.86298,1.86341,0.09243,131072,400
34775,1112800,25.9,0.713,30.160,4,1.0000,0.0000,0.0000,0.287442,-1.924343,1.88108,1.88170,0.09228,131072,400
34800,1113600,25.8,0.748,30.284,5,0.6000,0.0000,0.4000,0.287945,-1.911562,1.87214,1.87209,0.09213,131072,400
34825,1114400,25.9,0.720,30.126,3,1.0000,0.0000,0.0000,0.277117,-1.925496,1.88400,1.88440,0.09198,131072,400
34850,1115200,25.9,0.690,30.173,2,1.0000,0.0000,0.0000,0.279208,-1.912723,1.87115,1.87170,0.09183,131072,400
34875,1116000,25.9,0.750,30.133,4,0.7500,0.0000,0.2500,0.285089,-1.923671,1.88278,1.88305,0.09168,131072,400
34900,1116800,25.9,0.790,30.156,7,0.8571,0.0000,0.1429,0.305510,-1.935317,1.89306,1.89362,0.09153,131072,400
34925,1117600,25.8,0.767,30.224,5,0.6000,0.0000,0.4000,0.297359,-1.947788,1.90820,1.90854,0.09138,131072,400
34950,1118400,25.9,0.696,30.167,2,0.5000,0.0000,0.5000,0.276709,-1.955605,1.91368,1.91358,0.09123,131072,400
34975,1119200,26.0,0.658,30.168,0,0.0000,0.0000,0.0000,0.278327,-1.958506,1.91798,1.91871,0.09108,131072,400
35000,1120000,25.7,0.804,30.291,7,0.5714,0.0000,0.4286,0.274107,-1.975336,1.93509,1.93551,0.09093,131072,400
35025,1120800,25.8,0.789,30.233,7,0.8571,0.1429,0.0000,0.294449,-1.975932,1.93415,1.93407,0.09078,131072,400
35050,1121600,25.8,0.772,30.202,5,0.8000,0.0000,0.2000,0.293888,-1.995980,1.95580,1.95640,0.09063,131072,400
35075,1122400,25.9,0.750,30.172,4,1.0000,0.0000,0.0000,0.288388,-1.961561,1.92457,1.92464,0.09049,131072,400
35100,1123200,25.8,0.719,30.278,4,1.0000,0.0000,0.0000,0.295305,-1.968994,1.93148,1.93172,0.09034,131072,400
35125,1124000,25.9,0.701,30.241,2,1.0000,0.0000,0.0000,0.297489,-1.975058,1.93639,1.93670,0.09019,131072,400
35150,1124800,25.8,0.723,30.227,3,0.6667,0.0000,0.3333,0.283612,-1.954850,1.91789,1.91794,0.09004,131072,400
35175,1125600,25.9,0.719,30.144,5,1.0000,0.0000,0.0000,0.301840,-1.974526,1.93686,1.93722,0.08989,131072,400
35200,1126400,25.9,0.680,30.207,2,1.0000,0.0000,0.0000,0.306049,-1.974687,1.93813,1.93873,0.08974,131072,400
35225,1127200,25.9,0.736,30.178,5,0.8000,0.0000,0.2000,0.294913,-1.960817,1.92219,1.92259,0.08959,131072,400
35250,1128000,25.9,0.730,30.204,4,0.5000,0.0000,0.5000,0.289053,-1.937408,1.89986,1.89992,0.08944,131072,400
35275,1128800,25.9,0.717,30.158,3,0.6667,0.0000,0.3333,0.301717,-1.951813,1.91522,1.91560,0.08929,131072,400
35300,1129600,25.9,0.739,30.201,5,1.0000,0.0000,0.0000,0.305357,-1.960372,1.92561,1.92553,0.08914,131072,400
35325,1130400,25.8,0.694,30.345,1,1.0000,0.0000,0.0000,0.298406,-1.954452,1.91615,1.91660,0.08899,131072,400
35350,1131200,25.9,0.773,30.128,6,1.0000,0.0000,0.0000,0.294992,-1.968053,1.93176,1.93230,0.08884,131072,400
35375,1132000,25.9,0.718,30.187,4,0.7500,0.0000,0.2500,0.308596,-1.949523,1.91168,1.91183,0.08869,131072,400
35400,1132800,25.9,0.729,30.127,4,0.7500,0.0000,0.2500,0.285405,-1.951022,1.91290,1.91304,0.08854,131072,400
35425,1133600,25.9,0.747,30.139,5,0.6000,0.0000,0.4000,0.307485,-1.959087,1.92070,1.92085,0.08839,131072,400
35450,1134400,25.9,0.739,30.144,5,0.8000,0.0000,0.2000,0.291591,-1.983818,1.94449,1.94444,0.08825,131072,400
35475,1135200,25.9,0.713,30.209,3,1.0000,0.0000,0.0000,0.298273,-1.995420,1.95736,1.95755,0.08810,131072,400
35500,1136000,25.9,0.706,30.206,3,1.0000,0.0000,0.0000,0.294165,-2.018273,1.97801,1.97886,0.08795,131072,400
35525,1136800,25.9,0.736,30.157,5,0.8000,0.0000,0.2000,0.305918,-2.047234,2.00603,2.00645,0.08780,131072,400
35550,1137600,25.9,0.699,30.198,3,1.0000,0.0000,0.0000,0.302574,-2.051498,2.01229,2.01254,0.08765,131072,400
35575,1138400,26.0,0.720,30.097,4,0.7500,0.0000,0.2500,0.303088,-2.062897,2.02394,2.02474,0.08750,131072,400
35600,1139200,25.9,0.752,30.174,5,1.0000,0.0000,0.0000,0.301611,-2.086730,2.04767,2.04743,0.08735,131072,400
35625,1140000,25.7,0.805,30.305,7,0.8571,0.0000,0.1429,0.308161,-2.105509,2.06638,2.06737,0.08720,131072,400
35650,1140800,25.9,0.713,30.145,4,1.0000,0.0000,0.0000,0.295128,-2.115854,2.07499,2.07527,0.08705,131072,400
35675,1141600,26.0,0.660,30.155,1,1.0000,0.0000,0.0000,0.294675,-2.149317,2.10809,2.10861,0.08690,131072,400
35700,1142400,25.7,0.730,30.392,4,0.7500,0.0000,0.2500,0.308140,-2.157444,2.11744,2.11756,0.08675,131072,400
35725,1143200,25.8,0.739,30.245,6,1.0000,0.0000,0.0000,0.301105,-2.195133,2.15543,2.15594,0.08660,131072,400
35750,1144000,25.9,0.716,30.217,3,0.6667,0.0000,0.3333,0.302746,-2.211531,2.16810,2.16846,0.08645,131072,400
35775,1144800,25.9,0.760,30.140,6,1.0000,0.0000,0.0000,0.307663,-2.232840,2.19490,2.19533,0.08630,131072,400
35800,1145600,25.9,0.718,30.215,4,0.7500,0.0000,0.2500,0.310863,-2.246965,2.20983,2.21052,0.08615,131072,400
35825,1146400,25.8,0.742,30.209,5,0.8000,0.0000,0.2000,0.307046,-2.262768,2.22478,2.22501,0.08601,131072,400
35850,1147200,25.8,0.728,30.243,5,1.0000,0.0000,0.0000,0.316609,-2.275427,2.23603,2.23666,0.08586,131072,400
35875,1148000,25.9,0.674,30.200,1,0.0000,0.0000,1.0000,0.309850,-2.260347,2.22103,2.22178,0.08571,131072,400
35900,1148800,25.8,0.711,30.259,3,1.0000,0.0000,0.0000,0.306170,-2.279218,2.23761,2.23785,0.08556,131072,400
35925,1149600,25.8,0.738,30.266,5,0.6000,0.0000,0.4000,0.298816,-2.271724,2.22916,2.22912,0.08541,131072,400
35950,1150400,25.9,0.771,30.134,7,1.0000,0.0000,0.0000,0.283651,-2.293621,2.25061,2.25154,0.08526,131072,400
35975,1151200,25.7,0.786,30.308,7,0.7143,0.0000,0.2857,0.299775,-2.304846,2.26427,2.26466,0.08511,131072,400
36000,1152000,25.9,0.706,30.217,3,1.0000,0.0000,0.0000,0.311660,-2.349129,2.30419,2.30440,0.08496,131072,400
36025,1152800,25.9,0.689,30.250,2,0.5000,0.0000,0.5000,0.309760,-2.349490,2.30706,2.30762,0.08481,131072,400
36050,1153600,25.8,0.745,30.309,6,1.0000,0.0000,0.0000,0.289453,-2.353012,2.31217,2.31263,0.08466,131072,400
36075,1154400,25.9,0.671,30.200,1,1.0000,0.0000,0.0000,0.308862,-2.370175,2.32777,2.32836,0.08451,131072,400
36100,1155200,25.9,0.730,30.127,6,0.8333,0.0000,0.1667,0.302894,-2.392436,2.35009,2.35090,0.08436,131072,400
36125,1156000,25.9,0.664,30.230,1,1.0000,0.0000,0.0000,0.300945,-2.408808,2.36745,2.36778,0.08421,131072,400
36150,1156800,25.9,0.745,30.138,4,1.0000,0.0000,0.0000,0.303852,-2.442070,2.39790,2.39859,0.08406,131072,400
36175,1157600,25.8,0.744,30.256,3,1.0000,0.0000,0.0000,0.285672,-2.442505,2.39710,2.39775,0.08391,131072,400
36200,1158400,25.9,0.701,30.149,3,1.0000,0.0000,0.0000,0.305523,-2.459223,2.41599,2.41641,0.08377,131072,400
36225,1159200,25.9,0.751,30.187,6,0.8333,0.0000,0.1667,0.309532,-2.478282,2.43517,2.43541,0.08362,131072,400
36250,1160000,25.9,0.704,30.132,4,1.0000,0.0000,0.0000,0.305174,-2.480995,2.43711,2.43779,0.08347,131072,400
36275,1160800,25.9,0.715,30.127,3,0.3333,0.0000,0.6667,0.300562,-2.500803,2.45892,2.45933,0.08332,131072,400
36300,1161600,26.0,0.674,30.128,3,1.0000,0.0000,0.0000,0.296015,-2.517359,2.47414,2.47433,0.08317,131072,400
36325,1162400,25.9,0.777,30.147,5,0.4000,0.0000,0.6000,0.303231,-2.524854,2.48035,2.48058,0.08302,131072,400
36350,1163200,25.8,0.756,30.247,6,0.6667,0.0000,0.3333,0.307176,-2.535224,2.49012,2.49045,0.08287,131072,400
36375,1164000,25.9,0.721,30.154,3,0.6667,0.0000,0.3333,0.311207,-2.556109,2.51194,2.51268,0.08272,131072,400
36400,1164800,25.9,0.692,30.147,2,1.0000,0.0000,0.0000,0.291665,-2.561238,2.51843,2.51902,0.08257,131072,400
36425,1165600,25.9,0.717,30.153,3,0.6667,0.0000,0.3333,0.279867,-2.574647,2.53179,2.53198,0.08242,131072,400
36450,1166400,25.9,0.735,30.121,5,1.0000,0.0000,0.0000,0.297940,-2.560941,2.51726,2.51762,0.08227,131072,400
36475,1167200,25.9,0.702,30.190,2,0.0000,0.0000,1.0000,0.291762,-2.583033,2.53803,2.53817,0.08212,131072,400
36500,1168000,25.9,0.707,30.198,4,0.7500,0.0000,0.2500,0.296109,-2.561096,2.51708,2.51732,0.08197,131072,400
36525,1168800,26.0,0.701,30.105,2,1.0000,0.0000,0.0000,0.284534,-2.585447,2.54310,2.54382,0.08182,131072,400
36550,1169600,25.7,0.805,30.269,8,0.7500,0.0000,0.2500,0.294598,-2.574597,2.53322,2.53296,0.08167,131072,400
36575,1170400,26.0,0.708,30.093,3,1.0000,0.0000,0.0000,0.295084,-2.604517,2.55953,2.56011,0.08153,131072,400
36600,1171200,25.9,0.680,30.222,1,1.0000,0.0000,0.0000,0.294418,-2.587103,2.54584,2.54596,0.08138,131072,400
36625,1172000,25.8,0.759,30.196,6,0.6667,0.0000,0.3333,0.296384,-2.586199,2.54729,2.54775,0.08123,131072,400
36650,1172800,25.9,0.712,30.203,5,0.8000,0.0000,0.2000,0.295543,-2.591989,2.55036,2.55064,0.08108,131072,400
36675,1173600,25.8,0.735,30.259,7,1.0000,0.0000,0.0000,0.301001,-2.595615,2.55467,2.55489,0.08093,131072,400
36700,1174400,25.9,0.659,30.187,3,1.0000,0.0000,0.0000,0.290590,-2.584372,2.54308,2.54350,0.08078,131072,400
36725,1175200,25.9,0.717,30.119,4,0.5000,0.0000,0.5000,0.295125,-2.607736,2.56692,2.56702,0.08063,131072,400
36750,1176000,25.9,0.660,30.207,0,0.0000,0.0000,0.0000,0.300506,-2.575443,2.53591,2.53637,0.08048,131072,400
36775,1176800,25.9,0.771,30.151,6,1.0000,0.0000,0.0000,0.291462,-2.588281,2.54972,2.55010,0.08033,131072,400
36800,1177600,25.9,0.756,30.154,4,1.0000,0.0000,0.0000,0.297376,-2.563323,2.52585,2.52599,0.08018,131072,400
36825,1178400,25.9,0.666,30.258,1,1.0000,0.0000,0.0000,0.301620,-2.557173,2.51955,2.51915,0.08003,131072,400
36850,1179200,25.9,0.768,30.120,6,0.6667,0.0000,0.3333,0.299687,-2.545158,2.50568,2.50603,0.07988,131072,400
36875,1180000,25.9,0.762,30.134,5,1.0000,0.0000,0.0000,0.295071,-2.536797,2.49724,2.49781,0.07973,131072,400
36900,1180800,25.9,0.743,30.193,5,1.0000,0.0000,0.0000,0.321430,-2.521236,2.48459,2.48441,0.07958,131072,400
36925,1181600,25.9,0.752,30.129,4,0.7500,0.0000,0.2500,0.323029,-2.535074,2.49879,2.49885,0.07943,131072,400
36950,1182400,25.7,0.797,30.304,8,0.8750,0.0000,0.1250,0.311305,-2.521004,2.48520,2.48554,0.07929,131072,400
